applicant_id,full_name,ssn,date_of_birth,address,employer_name,annual_income,credit_score,loan_amount,loan_purpose,email,phone_number,time_at_address_months,time_at_employer_months,num_recent_inquiries,is_fraud
APP-009651,John Crawford,741-59-6488,1998-09-14,"1643 Stewart Branch, Westborough, GA 82400",Summit Financial Group,33422,652,17500,education,djohnson@example.org,088-767-4199,3,3,2,1
APP-009652,Ryan Williams,617-93-9390,1974-04-03,"3032 Farley Garden, North Chadburgh, NE 22537",Pioneer Foods,113549,805,40500,moving,john50@example.com,286-817-7341,202,50,1,0
APP-009653,Marcus Hawkins,556-73-1883,1969-02-13,"968 Robertson Via, Mirandaport, TN 96033",BrightPath Education,209409,540,49000,vacation,phillipskristen@example.com,444-368-4808,138,139,0,1
APP-009654,Adam Flores,688-73-6405,1983-07-06,"8072 Farmer Squares, South Donna, WI 91274",Atlas Construction,88299,544,14500,medical,corylopez@example.com,708-446-9757,147,211,2,0
APP-009655,Matthew Haynes,161-52-5973,2005-04-10,"559 Simmons Tunnel Suite 909, Herrerabury, PR 40012",North Ridge Logistics,55098,571,17000,moving,meghanmiller@example.org,170-628-5447,72,25,5,0
APP-009656,Tracy Park,627-44-9454,1959-10-08,"0522 Jasmine Heights Apt. 304, Port Joseph, KS 34958",BrightPath Education,98544,654,49500,wedding,michealrobinson@example.net,770-390-0768,163,103,2,1
APP-009657,April Jordan,599-97-4163,1977-07-16,"1735 Joyce Circles, East Karen, ME 24822",North Ridge Logistics,124711,815,10500,education,gjones@example.net,628-898-3266,79,222,1,0
APP-009658,Harold Mccarthy,695-42-4939,1981-02-16,"5953 Olson Union, North Kennethland, LA 03509",Pioneer Foods,95671,731,38000,major_purchase,zbarber@example.com,273-352-9500,104,187,1,0
APP-009659,Paul George,776-85-2892,1995-07-08,"272 Mccoy Pine Apt. 735, Parkertown, MT 44558",Blue Harbor Health,157079,742,403000,wedding,pageleah@example.org,118-122-2597,55,35,3,1
APP-009660,Janice Cardenas,525-72-9879,1960-02-21,"16864 Miller Burgs Apt. 599, Ryanbury, MP 56209",Summit Financial Group,82741,719,14500,debt_consolidation,dmcintosh@example.net,201-938-7954,55,59,1,0
APP-009661,Vanessa Aguilar,750-47-4537,1991-08-08,"737 Alison Springs, Port Olivia, NH 53348",Pioneer Foods,89155,674,27000,small_business,janet14@example.org,202-896-4442,62,100,5,0
APP-009662,Joshua Gibson,742-61-1254,1998-01-30,"2609 Walker Mills Suite 607, Mcintoshtown, WY 97110",Greenline Telecom,105964,837,14500,home_improvement,edwardsconnie@example.com,665-478-3637,48,72,2,0
APP-009663,David James,684-22-8418,1983-06-11,"PSC 9609, Box 3327, APO AE 10523",Crescent Energy,147828,753,36000,small_business,christopher24@example.net,983-635-7983,9,238,0,0
APP-009664,Corey Bennett,666-98-1477,1982-07-04,"185 Zachary Mission, Donnafurt, NJ 10802",UrbanCore Services,122569,713,58500,small_business,kylebradley@example.com,505-606-8789,103,160,3,0
APP-009665,Michael Martin,499-58-5931,1954-07-14,"4361 Ray Village, West Kimtown, MN 57312",Greenline Telecom,55840,539,10500,medical,jasminemartinez@example.net,175-708-1893,19,205,9,0
APP-009666,Kylie Green,709-63-2299,1982-11-27,"23013 Young Spring Apt. 920, Michaelfort, WY 81658",UrbanCore Services,91570,798,201000,home_improvement,jeremyhill@example.org,661-746-4759,140,50,3,1
APP-009667,Leah Stanley,757-64-8262,1998-05-23,"820 Bowers Pines Apt. 288, South Caleb, OH 75721",Pioneer Foods,20381,845,12000,medical,angela54@example.net,707-898-3634,94,49,1,1
APP-009668,Dr. Kristina Byrd PhD,727-63-4270,1987-11-24,"5441 Michael Pike, Beasleyside, WV 43782",BrightPath Education,90240,573,266500,vacation,cardenaswendy@example.net,951-618-9922,88,237,2,1
APP-009669,Justin Boyd,797-15-4783,1993-02-27,"81816 Roberto Valleys Suite 336, Colemanbury, VA 06505",Summit Financial Group,150615,595,33500,vacation,hannahbowman@example.com,563-177-6481,54,172,8,1
APP-009670,Jerry Williams,472-36-8797,1957-05-03,"967 Evelyn Village Apt. 696, Flowersshire, FM 31424",Crescent Energy,117490,692,19000,medical,clarkedavid@example.net,209-649-6930,87,207,4,0
APP-009671,Erin Andrews,769-87-2196,1994-12-19,"21076 Adam Lodge Apt. 873, Christinamouth, OH 77321",Silver Oak Pharmacy,29660,821,25500,small_business,tstewart@example.org,515-317-5731,140,138,2,1
APP-009672,Christy Price,491-91-7075,1957-03-05,"98535 Mcgee Hollow Apt. 699, Wilsonhaven, MP 79178",Pioneer Foods,20336,814,75000,vacation,johnsonbrianna@example.org,984-550-9754,221,40,3,1
APP-009673,Amanda Owens,739-88-9909,1993-06-02,"3677 Patrick Forest Suite 064, Jessicaborough, MT 62753",Peakstone Retail,68311,664,28000,home_improvement,shahmary@example.com,939-592-8271,120,231,5,0
APP-009674,Nicholas Johnson,785-53-9183,1997-04-16,"79115 Joanna Crossing, New Sarah, RI 65126",BrightPath Education,143852,635,17500,wedding,carrillobrenda@example.net,847-712-0735,208,38,5,0
APP-009675,Shelly Cuevas,612-90-2317,1972-02-20,"Unit 5062 Box 7464, DPO AP 58802",Atlas Construction,128016,762,17000,debt_consolidation,jordan07@example.com,665-355-1018,0,2,2,1
APP-009676,Tara Harrison,751-57-6173,1996-11-19,"52498 Willis Unions, Nicoleborough, PW 01965",Summit Financial Group,195626,804,75000,auto,theresacarroll@example.net,553-994-6494,86,216,3,0
APP-009677,Matthew Stevens,451-32-6522,1959-08-07,"0397 Christopher Bypass Suite 759, Bowmanfurt, VI 71510",Peakstone Retail,221788,530,24000,debt_consolidation,jessicaconner@example.net,535-151-6597,89,14,3,1
APP-009678,John Wiggins,709-40-7488,1984-04-20,"4442 Barbara Road Apt. 468, Sarahport, MN 74848",Blue Harbor Health,107332,685,49500,vacation,airwin@example.org,287-228-5534,122,174,2,0
APP-009679,Anna Sampson,134-87-4409,2005-03-17,"3674 Yolanda Spur Suite 125, West Justinberg, NJ 04484",Greenline Telecom,164779,713,602000,auto,wardtaylor@example.org,689-824-9044,24,118,3,1
APP-009680,Lindsey Park,692-76-5734,1980-01-22,"PSC 3564, Box 1396, APO AE 06933",Redwood Manufacturing,103169,769,25000,medical,anna40@example.net,933-491-5669,128,41,1,0
APP-009681,Briana Long,109-65-2391,2004-10-12,"8195 Charles Green, Nicoleside, NY 82535",Summit Financial Group,107491,564,34000,major_purchase,teresaortiz@example.org,688-850-3387,40,209,4,1
APP-009682,Shelly Garrison,594-38-4101,1978-05-28,"12482 Mark Estate Suite 407, Ramirezberg, PR 86852",Crescent Energy,104226,645,20500,education,phartman@example.org,391-254-0211,165,211,9,0
APP-009683,Yvonne Hamilton DDS,113-75-5294,2001-05-08,"77768 Ivan Rapids Apt. 634, East Derek, DE 81026",Greenline Telecom,95520,645,24500,major_purchase,dana40@example.org,568-565-2510,1,0,4,1
APP-009684,Megan Sanders,505-84-7354,1955-09-19,"30297 Christopher Courts Suite 173, East William, MP 14623",Redwood Manufacturing,136372,778,26500,wedding,feliciajones@example.com,948-388-3420,161,43,2,0
APP-009685,Jesus Hernandez,543-68-3836,1960-03-17,"66005 Gentry Forest, Nicholasview, OH 86363",Pioneer Foods,69262,752,33000,major_purchase,arnoldkyle@example.com,686-290-0734,150,63,0,0
APP-009686,Tara Lee,589-87-3037,1964-08-11,"01410 Lisa Drive Apt. 030, Kendratown, ME 95989",BrightPath Education,93560,713,38500,home_improvement,breannadavis@example.net,229-060-1835,54,18,5,0
APP-009687,Mark Woodard,512-44-4708,1956-10-22,"933 Perkins Crossing, Kelseystad, TX 97449",North Ridge Logistics,64287,665,34500,home_improvement,jonesstephanie@example.net,193-048-2395,37,55,1,0
APP-009688,Jeffrey Beck,597-98-1131,1974-10-20,"7818 Maurice Mountains Apt. 569, Erinville, FM 18474",Greenline Telecom,126931,645,14000,debt_consolidation,shari45@example.com,146-661-9139,183,218,5,0
APP-009689,Tiffany Archer,755-54-4477,1994-11-22,"12044 Christian Neck Apt. 584, North Jennifer, WI 13153",UrbanCore Services,135884,795,294000,home_improvement,haleygarner@example.com,987-580-4000,151,238,3,1
APP-009690,Ashley Thompson,756-94-9085,1994-02-28,"17422 Cameron Summit Suite 088, Lake Michael, RI 17368",Silver Oak Pharmacy,76119,663,27000,vacation,millerdaniel@example.com,923-084-5104,206,226,2,0
APP-009691,Shelia Rodriguez,643-24-5188,1976-04-03,"790 Kimberly Forks, South Karen, NV 54574",North Ridge Logistics,132709,705,37000,vacation,thomas45@example.com,649-964-6687,89,18,2,0
APP-009692,Leslie Flowers,680-43-2462,1981-02-27,"7337 Carroll Port Suite 495, Evanton, CA 72414",BrightPath Education,147351,612,55500,education,alexis34@example.net,800-368-2044,215,168,7,0
APP-009693,Darin Braun,557-71-6107,1961-01-11,"0349 Mitchell Grove Suite 245, Lake Mark, AR 87542",Blue Harbor Health,89987,754,20500,small_business,ydaniels@example.org,134-382-3473,94,64,2,0
APP-009694,James Rogers,543-96-9562,1960-05-26,"367 Linda Freeway, New Jacqueline, MI 50995",UrbanCore Services,69332,711,34500,vacation,hnorris@example.net,142-088-6753,74,31,2,0
APP-009695,Bailey Martinez,103-88-1833,2000-11-19,"05267 Kevin Unions Apt. 231, East Samantha, WI 81068",North Ridge Logistics,78901,647,41000,vacation,laura86@example.org,884-916-2259,119,120,3,0
APP-009696,Roberta Moore,776-14-8907,1993-09-26,"00983 Moore Course Apt. 254, Landryport, DE 02091",UrbanCore Services,198983,525,29500,small_business,osavage@example.net,559-999-6046,81,128,3,1
APP-009697,Tracy Webb,475-69-1833,1957-01-10,"032 Lane Mission, Kendraside, ME 60855",BrightPath Education,95807,620,30000,wedding,ashley91@example.com,822-142-6083,18,217,7,0
APP-009698,Adrienne Frye,647-34-2475,1977-12-29,"92047 Angelica Hollow Suite 826, Port Brittanystad, FM 36261",Summit Financial Group,119156,560,29500,small_business,michaeljacobson@example.com,069-127-3543,70,84,4,0
APP-009699,Kimberly Mcintyre,582-62-7114,1964-12-15,"5942 Marvin Spurs Suite 673, Matthewhaven, SC 36223",Silver Oak Pharmacy,108961,833,36500,small_business,craneteresa@example.com,407-655-8664,162,72,2,0
APP-009700,Robert Smith,103-63-3400,1980-05-14,"552 Henry Isle Suite 254, Lake Daniellestad, OK 96149",UrbanCore Services,136525,715,60500,major_purchase,qscott@example.com,025-305-3513,143,84,2,1
APP-009701,Terry Palmer,528-94-2219,1968-05-23,"894 Julie Land Suite 604, Jamesfort, TN 12559",Atlas Construction,183349,830,46000,home_improvement,teresaparsons@example.org,577-714-2728,169,216,1,0
APP-009702,Karen Nolan,743-46-7235,1995-03-08,"41741 Boyd Via, Lake Jenniferburgh, CO 18422",Peakstone Retail,107321,653,27000,wedding,gfoster@example.org,757-846-1530,128,21,1,0
APP-009703,Joanna Brown,747-45-8402,1958-10-15,"113 Newton Springs Suite 117, East Manuel, DC 73976",North Ridge Logistics,170912,791,59500,wedding,joseph79@example.com,983-064-6095,26,147,2,1
APP-009704,David Schwartz,465-52-8087,1954-01-25,"48211 Christina Landing, Jasmineville, AZ 43549",Silver Oak Pharmacy,93723,530,41000,moving,rickyzimmerman@example.org,304-716-9727,167,184,2,0
APP-009705,Mark Richards,794-50-5864,1998-02-17,"160 Cheryl Ferry Apt. 627, West Tabithamouth, NV 16383",Crescent Energy,174674,847,55000,debt_consolidation,justin60@example.org,964-902-3514,20,122,0,0
APP-009706,Mark Howard,769-93-7294,1993-04-18,"8413 Robert Track, South Joshua, NY 54528",Silver Oak Pharmacy,82198,548,14500,wedding,logangates@example.org,863-529-3990,171,170,4,0
APP-009707,Kevin Armstrong,758-14-8472,1992-05-23,"07286 Peter Burgs Apt. 831, New Danielshire, PW 65423",Greenline Telecom,91946,701,40500,small_business,currystephanie@example.net,321-778-5033,98,72,4,0
APP-009708,Jessica Smith,693-76-6491,1983-09-24,"1658 Cummings Knoll Suite 259, East Ericberg, NY 66684",Silver Oak Pharmacy,119355,531,342000,auto,olarson@example.org,121-580-5480,182,129,6,1
APP-009709,Suzanne Long,756-54-8114,1991-01-29,"PSC 0115, Box 8301, APO AA 44161",Crescent Energy,143702,809,67000,moving,laurajimenez@example.com,359-530-1603,183,181,1,0
APP-009710,Michelle Barton,640-92-8716,1977-10-05,"28292 Kline Haven, Juarezhaven, VI 22442",Summit Financial Group,134477,626,67500,small_business,parkbrandon@example.com,162-675-5386,240,50,9,0
APP-009711,Andrew Levine,633-57-7786,1972-08-01,"2684 Katie Squares Suite 593, New Kimberlymouth, FM 02195",Greenline Telecom,58404,646,7500,home_improvement,jacobsmatthew@example.net,143-918-7687,104,207,7,0
APP-009712,David Winters,620-35-9115,1970-08-31,"023 David Turnpike Apt. 574, West Brittanymouth, IL 01920",Summit Financial Group,89078,683,36000,debt_consolidation,ronnie97@example.org,751-236-7862,3,0,3,1
APP-009713,James Stewart,550-52-1413,1965-06-30,"2604 Kevin Parkways Suite 619, Osbornchester, VA 18950",Atlas Construction,74056,621,40500,moving,vrodriguez@example.org,294-110-6076,44,67,8,0
APP-009714,Jessica Gibbs,116-16-8522,2002-02-16,"61786 Carrie Camp, Cindyton, OR 01376",North Ridge Logistics,22524,849,75000,major_purchase,millerchristina@example.com,979-482-1598,52,110,3,1
APP-009715,Joseph Wright,535-20-1454,1968-12-09,"Unit 8759 Box 4543, DPO AE 08747",Silver Oak Pharmacy,101160,523,277500,education,xjohnson@example.net,681-362-8637,10,123,6,1
APP-009716,Amber Rodriguez,160-34-8494,2002-02-21,"Unit 3484 Box 7422, DPO AP 92660",Crescent Energy,106936,581,16500,education,hernandezchristopher@example.org,142-506-1213,188,42,4,1
APP-009717,Johnny Aguilar,470-86-5493,1959-08-03,"250 Obrien Drives Suite 462, Lake Jonathan, ND 68439",UrbanCore Services,104501,621,29000,debt_consolidation,maria46@example.net,002-629-1256,217,100,5,0
APP-009718,Tony Gillespie,535-51-9956,1958-03-13,"PSC 3766, Box 7076, APO AE 10768",Redwood Manufacturing,110281,597,23000,small_business,carolyncox@example.net,778-467-9023,168,61,3,1
APP-009719,Eric Aguirre,698-86-7213,1987-02-12,"2714 Miller Parkway Apt. 082, East Wendy, WA 85129",Summit Financial Group,106523,794,22500,auto,pacelaura@example.net,141-164-2774,153,23,0,0
APP-009720,Jose Mendez,777-32-1877,1997-06-24,"2555 Wayne Pike Apt. 163, Lake Michael, PR 41349",Atlas Construction,119170,721,26000,wedding,qlucero@example.net,133-855-4472,113,110,3,0
APP-009721,Frederick Archer,738-92-4346,1992-01-16,"758 Rogers Grove Suite 438, Port Arthur, KY 26493",Greenline Telecom,94057,746,322000,home_improvement,barrygreer@example.com,203-995-9807,193,46,2,1
APP-009722,Angel Anderson,132-58-5080,2003-09-26,"7902 Pratt Corner, South Jamesside, MA 53017",BrightPath Education,96621,561,14000,vacation,lewiskaren@example.com,570-028-5968,182,211,9,0
APP-009723,Sandra Thornton,553-88-9555,1965-10-13,"1540 Emily Fork Suite 260, Wilsonchester, ME 37245",BrightPath Education,64657,671,218000,wedding,vspencer@example.net,021-997-6200,40,159,2,1
APP-009724,Michelle Johnston,632-28-9769,1952-12-15,"717 Austin Mall Apt. 980, West Jeffery, FL 71965",Greenline Telecom,134995,841,34500,debt_consolidation,bakerjeffrey@example.com,636-624-7004,232,191,0,1
APP-009725,William Collins,470-42-9393,1959-10-16,"Unit 3383 Box 8543, DPO AA 58825",Summit Financial Group,69863,664,15000,debt_consolidation,nhart@example.org,448-434-0228,56,187,2,0
APP-009726,Jacqueline Myers,567-57-7962,1961-04-01,"USCGC Stafford, FPO AP 64329",Atlas Construction,31311,548,88500,major_purchase,smithlucas@example.org,827-984-6958,138,118,5,1
APP-009727,Hannah Tran,614-13-4505,1974-07-22,"6395 Baker Radial, Navarrotown, ME 75653",Blue Harbor Health,157887,774,21500,moving,linda04@example.com,035-462-9142,131,75,2,0
APP-009728,Marc Schaefer,548-80-4800,1964-03-11,"268 Williams River, North Scottbury, PR 52079",Blue Harbor Health,74554,658,32500,home_improvement,joseph83@example.net,915-979-1612,228,229,3,0
APP-009729,Lucas Williams,526-99-8407,1968-03-11,"69321 Harris Fall, South Kristin, OH 02054",Peakstone Retail,54312,584,146000,wedding,hayesvanessa@example.com,864-800-6227,199,219,7,1
APP-009730,Amy Glenn,651-73-3282,1979-05-02,"8995 Haas Run Suite 459, South Matthew, UT 80556",Greenline Telecom,151254,768,14000,vacation,kimberly87@example.org,031-491-9810,139,201,0,0
APP-009731,Mary Bell,605-32-7872,1973-02-09,"Unit 2518 Box 6639, DPO AA 08174",UrbanCore Services,118930,566,33000,moving,mitchellheather@example.org,646-603-0463,188,107,4,0
APP-009732,Andrea Martinez,577-59-9824,1966-06-14,"128 Kimberly Drive Apt. 220, South Mark, SD 76049",BrightPath Education,136074,730,44500,moving,qturner@example.com,902-714-1244,26,116,3,0
APP-009733,Mary Hopkins,795-22-6406,1997-08-24,"003 Smith Mews, New Edwin, MH 74543",Silver Oak Pharmacy,115064,668,52000,wedding,arichardson@example.com,591-936-7870,161,160,2,0
APP-009734,David Cisneros,698-20-1820,1986-09-12,"5644 James Crescent Apt. 915, Ramirezside, WI 35653",Greenline Telecom,129451,749,29500,debt_consolidation,thompsonveronica@example.net,836-258-7378,80,61,1,0
APP-009735,Barbara Smith,759-95-7398,1994-12-08,"02086 Obrien Ways, Port Tiffanyfurt, MT 84975",Pioneer Foods,131705,690,51000,small_business,gcooper@example.org,993-898-0051,88,220,2,0
APP-009736,Cynthia Payne,499-23-2002,1954-02-12,"3714 Leah Via Suite 322, Mcmahonhaven, OH 41257",Greenline Telecom,101369,786,16500,home_improvement,dpierce@example.net,569-589-7405,157,54,3,0
APP-009737,Robin Lee,689-10-9504,1983-12-25,"38922 Adams Plains Suite 382, South Robinmouth, PA 02013",Peakstone Retail,20469,834,21500,vacation,cervantesjimmy@example.org,033-280-7834,199,131,4,1
APP-009738,Christopher Medina,598-98-6219,1976-09-25,"6869 Stephen Crescent Suite 045, Sarahberg, MI 78099",Atlas Construction,122537,744,51500,vacation,steven18@example.org,567-415-3388,227,53,2,0
APP-009739,Nicole Hernandez,123-73-1134,2005-02-06,"8073 Johnson Cliff, Douglasborough, IL 06272",Peakstone Retail,117265,645,59500,small_business,markmyers@example.net,202-028-6708,233,91,4,0
APP-009740,Corey King,158-13-9886,2003-11-17,"517 Kane Islands, Lake Howardland, UT 87695",BrightPath Education,60495,746,119000,home_improvement,stephensjason@example.net,837-161-3476,42,88,0,1
APP-009741,Ashley Esparza,799-78-7992,1995-01-29,"75785 Anderson Park Apt. 825, Lake Nicholas, AR 63382",Atlas Construction,136854,709,45500,major_purchase,jenniferstevens@example.net,605-793-7189,123,32,1,0
APP-009742,Crystal Lawson,701-50-1443,1985-12-14,"5467 Davis Village, North Ambershire, MO 47316",Blue Harbor Health,108646,789,57500,vacation,smithmichelle@example.org,333-808-0289,192,71,3,0
APP-009743,Emily Bryant,688-59-9372,1980-10-07,"7057 Hernandez Cliff, South Nathanielhaven, ND 14008",UrbanCore Services,148584,738,52500,medical,williamsbrent@example.com,965-193-2185,80,168,5,0
APP-009744,Mr. Jesus Francis,761-95-1342,1993-08-03,"444 Pearson Fall Apt. 107, Bradyburgh, HI 48184",UrbanCore Services,190890,795,612000,home_improvement,christinacastro@example.net,373-687-8219,169,134,2,1
APP-009745,Alexa Jordan,458-82-7780,1952-12-05,"311 Patrick Key Suite 518, New Robert, AR 11758",Blue Harbor Health,171334,711,75000,moving,ibradford@example.com,960-912-3210,110,73,1,0
APP-009746,Amanda Wilson,652-57-7640,1972-12-10,"949 Aaron Motorway Apt. 534, Nicolebury, MA 24119",Atlas Construction,124669,849,58500,medical,johnsonjose@example.net,705-483-6490,238,61,2,0
APP-009747,Mary Hayes,726-73-9406,1981-10-27,"Unit 8288 Box 6265, DPO AE 75577",UrbanCore Services,188111,849,31500,auto,charles40@example.org,724-535-2419,140,233,3,0
APP-009748,Frank Bass,582-20-4908,1969-04-25,"53146 Shelby Ports, Lake Danieltown, OK 26498",UrbanCore Services,78934,628,17500,education,bhall@example.org,903-061-5995,73,57,3,0
APP-009749,Jesse Barton,689-22-5135,1981-02-27,"92739 Ray Glen Suite 136, Michealberg, MP 49635",Silver Oak Pharmacy,86874,592,21500,vacation,ian02@example.com,220-191-9611,52,84,2,0
APP-009750,Caroline Kelly,658-17-1042,1977-09-11,"39906 Walter Vista, Lake Ariana, PR 16943",Blue Harbor Health,162171,841,19000,small_business,allenjustin@example.net,387-529-3392,80,150,1,0
APP-009751,Jonathan Schmidt,769-46-9757,1998-05-19,"60384 Michael Wall, South Kristenton, AK 12859",Blue Harbor Health,141193,558,39000,home_improvement,amy06@example.org,297-044-3020,25,209,9,0
APP-009752,Elizabeth Ward,495-84-7738,1958-01-02,"7373 Sean Mountains, Port Brianna, KS 93613",North Ridge Logistics,108739,666,59000,medical,timothybrown@example.com,567-687-5757,14,51,3,0
APP-009753,Candace Arnold,716-75-2068,1984-10-05,"80222 Justin Junction Suite 885, East Brian, FL 69239",Peakstone Retail,135155,560,22500,major_purchase,woodsrobin@example.org,520-025-6066,135,161,6,0
APP-009754,Joshua Saunders,600-51-8604,1973-05-02,"221 Lopez Gardens Suite 125, Alanmouth, AR 68447",Greenline Telecom,57459,752,19500,medical,steelejeffrey@example.org,237-002-5776,99,129,1,0
APP-009755,Alexis Lawrence,578-15-7086,1962-11-21,"USNS Nelson, FPO AA 07904",Pioneer Foods,161492,755,57500,home_improvement,howardmonroe@example.com,135-010-8201,235,127,0,0
APP-009756,James Hernandez,451-97-4700,1954-11-15,"17310 Curtis Hollow, North Vanessa, GA 82271",Silver Oak Pharmacy,140799,688,57000,small_business,toddsoto@example.com,498-089-2620,25,193,2,0
APP-009757,Jean Williams,487-32-2225,1955-11-18,"46270 Raymond Well, Taylorside, VI 69586",Atlas Construction,97689,640,8000,home_improvement,normanbird@example.net,606-414-7311,2,0,9,1
APP-009758,Toni Huang,785-40-6679,1995-03-29,"3196 Walter Tunnel Apt. 781, East Hunterville, DE 42149",Greenline Telecom,153013,757,31000,wedding,gerald05@example.com,469-715-8002,183,142,0,1
APP-009759,Tiffany Sanders,786-92-5432,1996-04-23,"072 Angelica Falls Suite 237, Olsenbury, VA 50292",Redwood Manufacturing,31341,601,3000,home_improvement,smiller@example.com,106-477-9905,76,23,2,0
APP-009760,Joseph Davis,561-58-5190,1993-04-24,"7121 Smith Extensions Suite 147, Port Elizabethside, ND 08098",UrbanCore Services,145937,651,12500,moving,derekmoore@example.net,832-300-1571,151,174,2,1
APP-009761,Scott Harrison,737-41-7286,1991-12-09,"883 Julie Union, Jamesmouth, NV 93599",BrightPath Education,62084,731,21500,wedding,stephaniesandoval@example.net,808-750-4417,167,105,1,0
APP-009762,Henry Gates,587-73-7955,1968-12-01,"USNS Reid, FPO AP 16203",Peakstone Retail,99527,683,48000,vacation,agonzalez@example.net,846-677-2918,169,105,3,0
APP-009763,Gordon Ellis,762-43-7163,1990-12-16,"1386 Amy Mountains, North Loriside, WY 16447",Summit Financial Group,102652,579,51000,vacation,jamie03@example.com,368-077-2070,3,3,8,1
APP-009764,Courtney Bailey,648-62-4051,1986-06-12,"3723 Gross Mission Apt. 549, Lake Ericville, MT 64673",UrbanCore Services,124441,699,20000,vacation,richardlee@example.org,587-086-3642,237,61,3,1
APP-009765,Laura Mcgee,543-46-3073,1966-10-31,"76972 Chung Hollow Apt. 343, Port Cathy, DC 35552",BrightPath Education,108633,686,11500,auto,jamesrobinson@example.net,189-483-9467,125,174,3,0
APP-009766,Joseph King,670-68-9223,1999-01-22,"59497 Davis Roads, Cisnerosfort, RI 45565",BrightPath Education,168814,732,75000,wedding,stevenwatkins@example.org,692-667-2973,225,114,2,1
APP-009767,David Barber,699-18-3920,1987-11-28,"9944 Martinez Trail Apt. 550, East Tony, OR 13235",Redwood Manufacturing,144151,633,17000,major_purchase,garrettwalker@example.org,679-161-9076,210,238,9,0
APP-009768,Nancy Jackson,661-29-7102,1986-03-13,"21557 Latoya Flats, South Rebecca, HI 90380",Silver Oak Pharmacy,140631,681,50500,auto,devonmartinez@example.com,819-983-0161,94,142,1,0
APP-009769,Lisa Kim,646-61-1699,1977-07-08,"85312 Rivera Stream, New Walter, NC 16160",Redwood Manufacturing,168052,831,28000,education,dgillespie@example.net,012-471-7699,147,184,3,0
APP-009770,Cory Wilson,776-97-4207,1999-02-14,"7789 Carroll Dam Suite 658, Biancaville, ME 56743",BrightPath Education,127826,701,32000,small_business,mmolina@example.net,364-278-2358,42,105,1,0
APP-009771,Alexa Foster,797-94-1801,1997-08-20,"343 Karen Grove Apt. 558, Evansbury, AR 92802",Silver Oak Pharmacy,171541,565,39000,moving,sarahenderson@example.com,731-513-9162,237,40,7,1
APP-009772,William Davis,734-89-1448,1965-06-08,"484 Shawna Crossroad, East Ryanfurt, MO 88550",Crescent Energy,62020,659,27000,medical,travisthompson@example.net,097-093-8593,28,70,5,1
APP-009773,Caleb Harvey,467-51-9744,1955-06-15,"74887 Bridget Drive Apt. 031, North Robin, WA 78680",Peakstone Retail,138197,699,396500,vacation,richard00@example.net,914-688-1694,165,230,2,1
APP-009774,Kevin Bates,597-86-2641,1975-03-09,"62272 Parrish Meadows, West Benjaminmouth, PR 71591",Summit Financial Group,99832,742,48500,home_improvement,joseph61@example.org,953-556-6924,208,163,1,0
APP-009775,Theresa Arnold,485-59-6539,1953-07-02,"778 Lloyd Walks Suite 581, South Alexanderhaven, TX 09232",Redwood Manufacturing,119997,674,28000,medical,samantha81@example.org,932-673-5265,240,142,2,0
APP-009776,Loretta Bailey,772-82-7374,1990-11-22,"62790 Diane Shoals Apt. 327, Lake Jessica, WA 96217",Redwood Manufacturing,148524,709,45500,education,tsmith@example.net,016-180-1056,88,117,3,0
APP-009777,Donna Hanson,664-43-4456,1956-02-26,"945 Romero Fort Suite 945, Thorntonburgh, DE 59662",BrightPath Education,135751,554,44500,small_business,gchase@example.net,062-799-3097,91,204,9,1
APP-009778,Austin Watson,737-87-8974,1996-09-29,"311 Tamara Street Suite 727, East Megan, NJ 13129",Atlas Construction,110022,708,40000,debt_consolidation,lewismargaret@example.com,628-434-8685,58,189,5,0
APP-009779,Maria Dunn,487-56-5076,1954-02-07,"77786 Lewis Turnpike Apt. 651, Erichaven, NH 80496",Greenline Telecom,124904,698,21500,vacation,breanna27@example.com,122-385-8958,1,1,2,1
APP-009780,Kevin Valdez,786-31-7420,1992-06-06,"321 Donna Plains, Beverlyville, CT 08992",Blue Harbor Health,117649,722,23000,education,crystalporter@example.com,923-987-2691,230,210,3,0
APP-009781,James Nichols,691-67-1688,1987-11-26,"9218 Riley Lakes, North Benjaminfurt, CT 13457",UrbanCore Services,74578,710,19000,small_business,ann77@example.org,556-408-3837,239,147,1,0
APP-009782,Kristin Snow,667-78-3057,1985-06-21,"2036 Ross Harbors, Lake Whitneyfort, WI 17624",Redwood Manufacturing,92454,545,43500,medical,hillbrooke@example.com,034-783-5507,211,32,9,0
APP-009783,Spencer Figueroa,793-19-4024,1996-08-19,"263 Michael Loop, Lake Michael, AL 48378",Summit Financial Group,58935,720,27000,wedding,patkins@example.net,151-048-8743,172,27,2,0
APP-009784,Victor Anthony,766-54-5067,2004-03-31,"6638 Gill Greens, New Brian, WI 65997",Crescent Energy,46487,645,12500,debt_consolidation,zachary73@example.net,594-194-2844,7,139,7,1
APP-009785,Michelle Park,625-97-3645,1971-01-10,"27992 Gabriel Hills, Olsonland, NV 26352",Blue Harbor Health,130414,786,54500,moving,ortizmegan@example.com,735-620-5114,117,106,1,0
APP-009786,Chelsea Snyder,585-17-3756,1966-01-29,"45818 Christina Crest Suite 802, North Valerie, AR 16567",Blue Harbor Health,62366,692,214000,home_improvement,wrightrachel@example.net,133-081-3669,122,46,5,1
